Region,Category,Feature,Label,Area_cnt,Area_ratio
Bidwill - Hebersham - Emerton,Cultural diversity,"Language used at home, top responses (other than English)",Samoan,822,4.4
Bidwill - Hebersham - Emerton,Cultural diversity,"Language used at home, top responses (other than English)",Arabic,783,4.2
Bidwill - Hebersham - Emerton,Cultural diversity,"Language used at home, top responses (other than English)",Tongan,443,2.4
Bidwill - Hebersham - Emerton,Cultural diversity,"Language used at home, top responses (other than English)",Hindi,434,2.3
Bidwill - Hebersham - Emerton,Cultural diversity,"Language used at home, top responses (other than English)",Tagalog,399,2.2
Bidwill - Hebersham - Emerton,Cultural diversity,"Language used at home, top responses (other than English)",null,null,null
Bidwill - Hebersham - Emerton,Cultural diversity,"Language used at home, top responses (other than English)",English only used at home,"10,738",57.9
Bidwill - Hebersham - Emerton,Cultural diversity,"Language used at home, top responses (other than English)",null,null,null
Bidwill - Hebersham - Emerton,Cultural diversity,"Language used at home, top responses (other than English)",Households where a non-English language is used,"2,101",37.5
Bidwill - Hebersham - Emerton,Income and work,Participation in the labour force,In the labour force,"5,913",42.6
Bidwill - Hebersham - Emerton,Income and work,Participation in the labour force,Not in the labour force,"6,425",46.3
Bidwill - Hebersham - Emerton,Income and work,Participation in the labour force,Not stated,"1,547",11.1
Bidwill - Hebersham - Emerton,Income and work,Employment status,Worked full-time,"2,796",47.3
Bidwill - Hebersham - Emerton,Income and work,Employment status,Worked part-time,"1,579",26.7
Bidwill - Hebersham - Emerton,Income and work,Employment status,Away from work (a),928,15.7
Bidwill - Hebersham - Emerton,Income and work,Employment status,Unemployed,610,10.3
Bidwill - Hebersham - Emerton,Income and work,"Employment, hours worked",0 hours (away from work),717,13.5
Bidwill - Hebersham - Emerton,Income and work,"Employment, hours worked",1-19 hours,628,11.8
Bidwill - Hebersham - Emerton,Income and work,"Employment, hours worked",20-29 hours,563,10.6
Bidwill - Hebersham - Emerton,Income and work,"Employment, hours worked",30-34 hours,391,7.4
Bidwill - Hebersham - Emerton,Income and work,"Employment, hours worked",35-39 hours,"1,341",25.3
Bidwill - Hebersham - Emerton,Income and work,"Employment, hours worked",40-44 hours,936,17.6
Bidwill - Hebersham - Emerton,Income and work,"Employment, hours worked",45 hours or more,512,9.6
Bidwill - Hebersham - Emerton,Income and work,"Occupation, top responses",Machinery Operators and Drivers,"1,121",21.1
Bidwill - Hebersham - Emerton,Income and work,"Occupation, top responses",Labourers,850,16.0
Bidwill - Hebersham - Emerton,Income and work,"Occupation, top responses",Community and Personal Service Workers,705,13.3
Bidwill - Hebersham - Emerton,Income and work,"Occupation, top responses",Clerical and Administrative Workers,657,12.4
Bidwill - Hebersham - Emerton,Income and work,"Occupation, top responses",Technicians and Trades Workers,566,10.7
Bidwill - Hebersham - Emerton,Income and work,"Occupation, top responses",Professionals,502,9.5
Bidwill - Hebersham - Emerton,Income and work,"Occupation, top responses",Sales Workers,416,7.8
Bidwill - Hebersham - Emerton,Income and work,"Occupation, top responses",Managers,302,5.7
Bidwill - Hebersham - Emerton,Income and work,"Industry of employment, top responses",Supermarket and Grocery Stores,224,4.2
Bidwill - Hebersham - Emerton,Income and work,"Industry of employment, top responses",Other Social Assistance Services,210,4.0
Bidwill - Hebersham - Emerton,Income and work,"Industry of employment, top responses",Road Freight Transport,161,3.0
Bidwill - Hebersham - Emerton,Income and work,"Industry of employment, top responses",Aged Care Residential Services,149,2.8
Bidwill - Hebersham - Emerton,Income and work,"Industry of employment, top responses",Hospitals (except Psychiatric Hospitals),148,2.8
Bidwill - Hebersham - Emerton,Income and work,Median weekly incomes (a),Personal (b),$525,N/A
Bidwill - Hebersham - Emerton,Income and work,Median weekly incomes (a),Family (c),"$1,370",N/A
Bidwill - Hebersham - Emerton,Income and work,Median weekly incomes (a),Household (d),"$1,216",N/A
Bidwill - Hebersham - Emerton,Income and work,"Method of travel to work on the day of the Census, top responses","Car, as driver","2,783",52.5
Bidwill - Hebersham - Emerton,Income and work,"Method of travel to work on the day of the Census, top responses","Car, as passenger",372,7.0
Bidwill - Hebersham - Emerton,Income and work,"Method of travel to work on the day of the Census, top responses","Train, bus",79,1.5
Bidwill - Hebersham - Emerton,Income and work,"Method of travel to work on the day of the Census, top responses",Train,69,1.3
Bidwill - Hebersham - Emerton,Income and work,"Method of travel to work on the day of the Census, top responses",Truck,66,1.2
Bidwill - Hebersham - Emerton,Income and work,"Method of travel to work on the day of the Census, top responses",null,null,null
Bidwill - Hebersham - Emerton,Income and work,"Method of travel to work on the day of the Census, top responses",Did not go to work,813,15.3
Bidwill - Hebersham - Emerton,Income and work,"Method of travel to work on the day of the Census, top responses",Worked at home,778,14.7
Bidwill - Hebersham - Emerton,Income and work,"Method of travel to work on the day of the Census, top responses",null,null,null
Bidwill - Hebersham - Emerton,Income and work,"Method of travel to work on the day of the Census, top responses",People who travelled to work by public transport (a),276,5.2
Bidwill - Hebersham - Emerton,Income and work,"Method of travel to work on the day of the Census, top responses",People who travelled to work by car as driver or passenger (b),"3,242",61.1
Bidwill - Hebersham - Emerton,Unpaid work and care,Unpaid work and care,Did unpaid domestic work (week before Census Night),"6,519",47.0
Bidwill - Hebersham - Emerton,Unpaid work and care,Unpaid work and care,Provided unpaid care for child/children (during two weeks before Census Night),"3,130",22.5
Bidwill - Hebersham - Emerton,Unpaid work and care,Unpaid work and care,"Provided unpaid assistance to a person with a disability, health condition or due to old age (during two weeks before Census Night)","1,611",11.6
Bidwill - Hebersham - Emerton,Unpaid work and care,Unpaid work and care,Did voluntary work through an organisation or group (last 12 months),874,6.3
Bidwill - Hebersham - Emerton,Unpaid work and care,"Unpaid domestic work, number of hours",Less than 5 hours,"1,851",13.3
Bidwill - Hebersham - Emerton,Unpaid work and care,"Unpaid domestic work, number of hours",5 to 14 hours,"2,348",16.9
Bidwill - Hebersham - Emerton,Unpaid work and care,"Unpaid domestic work, number of hours",15 to 29 hours,"1,073",7.7
Bidwill - Hebersham - Emerton,Unpaid work and care,"Unpaid domestic work, number of hours",30 hours or more,"1,246",9.0
Bidwill - Hebersham - Emerton,Health,Type of long-term health condition,Arthritis,"1,683",9.1
Bidwill - Hebersham - Emerton,Health,Type of long-term health condition,Asthma,"2,035",11.0
Bidwill - Hebersham - Emerton,Health,Type of long-term health condition,Cancer (including remission),382,2.1
Bidwill - Hebersham - Emerton,Health,Type of long-term health condition,Dementia (including Alzheimer's),96,0.5
Bidwill - Hebersham - Emerton,Health,Type of long-term health condition,Diabetes (excluding gestational diabetes),"1,475",8.0
Bidwill - Hebersham - Emerton,Health,Type of long-term health condition,Heart disease (including heart attack or angina),743,4.0
Bidwill - Hebersham - Emerton,Health,Type of long-term health condition,Kidney disease,229,1.2
Bidwill - Hebersham - Emerton,Health,Type of long-term health condition,Lung condition (including COPD or emphysema),414,2.2
Bidwill - Hebersham - Emerton,Health,Type of long-term health condition,Mental health condition (including depression or anxiety),"1,578",8.5
Bidwill - Hebersham - Emerton,Health,Type of long-term health condition,Stroke,200,1.1
Bidwill - Hebersham - Emerton,Health,Type of long-term health condition,Any other long-term health condition(s),"1,333",7.2
Bidwill - Hebersham - Emerton,Health,Type of long-term health condition,No long-term health condition(s),"9,813",52.9
Bidwill - Hebersham - Emerton,Health,Type of long-term health condition,Not stated,"2,646",14.3
Bidwill - Hebersham - Emerton,Health,Count of selected long-term health conditions,None of the selected conditions,"10,359",55.9
Bidwill - Hebersham - Emerton,Health,Count of selected long-term health conditions,One condition,"3,482",18.8
Bidwill - Hebersham - Emerton,Health,Count of selected long-term health conditions,Two conditions,"1,261",6.8
Bidwill - Hebersham - Emerton,Health,Count of selected long-term health conditions,Three or more conditions,777,4.2
Bidwill - Hebersham - Emerton,Health,Count of selected long-term health conditions,Not stated,"2,646",14.3
Bidwill - Hebersham - Emerton,Australian Defence Force service,Australian Defence Force Service,Currently serving,14,0.1
Bidwill - Hebersham - Emerton,Australian Defence Force service,Australian Defence Force Service,Previously served (and not currently serving),166,1.2
Bidwill - Hebersham - Emerton,Australian Defence Force service,Australian Defence Force Service,Has never served,"12,197",87.9
Bidwill - Hebersham - Emerton,Australian Defence Force service,Australian Defence Force Service,Not stated,"1,511",10.9
Bidwill - Hebersham - Emerton,Families,Family composition,Couple family without children,"1,039",23.1
Bidwill - Hebersham - Emerton,Families,Family composition,Couple family with children,"1,797",40.0
Bidwill - Hebersham - Emerton,Families,Family composition,One parent family,"1,531",34.0
Bidwill - Hebersham - Emerton,Families,Family composition,Other family,128,2.8
Bidwill - Hebersham - Emerton,Families,Single (or lone) parents,Male,N/A,14.9
Bidwill - Hebersham - Emerton,Families,Single (or lone) parents,Female,N/A,85.0
Bidwill - Hebersham - Emerton,Families,Employment status of couple families,"Both employed, worked full-time",312,11.0
Bidwill - Hebersham - Emerton,Families,Employment status of couple families,"Both employed, worked part-time",64,2.3
Bidwill - Hebersham - Emerton,Families,Employment status of couple families,"One employed full-time, one part-time",288,10.2
Bidwill - Hebersham - Emerton,Families,Employment status of couple families,"One employed full-time, other not working",478,16.8
Bidwill - Hebersham - Emerton,Families,Employment status of couple families,"One employed part-time, other not working",237,8.4
Bidwill - Hebersham - Emerton,Families,Employment status of couple families,Both not working,944,33.3
Bidwill - Hebersham - Emerton,Families,Employment status of couple families,Other,361,12.7
Bidwill - Hebersham - Emerton,Families,Employment status of couple families,Labour force status not stated,140,4.9
Bidwill - Hebersham - Emerton,Dwellings,Dwelling count,Occupied private dwellings,"5,598",95.1
Bidwill - Hebersham - Emerton,Dwellings,Dwelling count,Unoccupied private dwellings,290,4.9
Bidwill - Hebersham - Emerton,Dwellings,Dwelling structure,Separate house,"4,744",84.7
Bidwill - Hebersham - Emerton,Dwellings,Dwelling structure,"Semi-detached, row or terrace house, townhouse etc",705,12.6
Bidwill - Hebersham - Emerton,Dwellings,Dwelling structure,Flat or apartment,143,2.6
Bidwill - Hebersham - Emerton,Dwellings,Dwelling structure,Other dwelling,0,0.0
Bidwill - Hebersham - Emerton,Dwellings,Number of bedrooms,None (includes studio apartments or bedsitters),14,0.2
Bidwill - Hebersham - Emerton,Dwellings,Number of bedrooms,1 bedroom,173,3.1
Bidwill - Hebersham - Emerton,Dwellings,Number of bedrooms,2 bedrooms,324,5.8
Bidwill - Hebersham - Emerton,Dwellings,Number of bedrooms,3 bedrooms,"3,665",65.4
Bidwill - Hebersham - Emerton,Dwellings,Number of bedrooms,4 or more bedrooms,"1,292",23.1
